CompanyName,Symbol,Price
CORAL INDIA FIN & HOUS LT,CORALFINAC,₹53.30
CORDS CABLE INDUS LTD.,CORDSCABLE,₹214.99
COROMANDEL INTERNTL. LTD,COROMANDEL,₹1654.10
COSMO FIRST LIMITED,COSMOFIRST,₹763.00
COUNTRY CONDO S LIMITED,COUNCODOS,₹7.20
C P S SHAPERS LIMITED,CPS,₹354.35
CPSE ETF,,₹354.35
CRAFTSMAN AUTOMATION LTD,CRAFTSMAN,₹6390.00
CRAYONS ADVERTISING LTD,CRAYONS,₹128.00
CREATIVE NEWTECH LIMITED,CREATIVE,₹840.10
CREATIVE EYE LIMITED,CREATIVEYE,₹6.00
CREDITACCESS GRAMEEN LTD,CREDITACC,₹1160.00
CREST VENTURES LIMITED,CREST,₹519.85
CRISIL LTD,CRISIL,₹4399.00
CROMPT GREA CON ELEC LTD,CROMPTON,₹428.85
CROWN LIFTERS LIMITED,CROWN,₹254.00
CSB BANK LIMITED,CSBBANK,₹316.55
CSL FINANCE LIMITED,CSLFINANCE,₹419.60
CAMBRIDGE TECH ENTER LTD,CTE,₹--
CITY UNION BANK LTD,CUB,₹161.05
CUBEX TUBINGS LTD,CUBEXTUB,₹100.00
CUMMINS INDIA LTD,CUMMINSIND,₹3580.35
CUPID LIMITED,CUPID,₹79.60
CYBER MEDIA (INDIA) LTD.,CYBERMEDIA,₹27.74
CYBERTECH SYSTEMS & SOFTW,CYBERTECH,₹227.30
CYIENT LIMITED,CYIENT,₹1884.85
CYIENT DLM LIMITED,CYIENTDLM,₹686.45
DABUR INDIA LTD,DABUR,₹584.75
DALMIA BHARAT LIMITED,DALBHARAT,₹1958.00
DALMIA BHARAT SUG IN LTD,DALMIASUG,₹565.90
DAMODAR INDUSTRIES LTD,DAMODARIND,₹44.90
DANGEE DUMS LIMITED,DANGEE,₹8.18
DATAMATICS GLOBAL SER LTD,DATAMATICS,₹598.80
DATA PATTERNS INDIA LTD,DATAPATTNS,₹2339.00
DAVANGERE SUGAR COMPANY L,DAVANGERE,₹6.85
D.B.CORP LTD,DBCORP,₹326.85
DILIP BUILDCON LIMITED,DBL,₹517.80
DHAMPUR BIO ORGANICS LTD,DBOL,₹151.90
VALOR ESTATE LIMITED,DBREALTY,₹182.25
DB (INT) STOCK BROKERS,DBSTOCKBRO,₹45.55
DISHMAN CARBO AMCIS LTD,DCAL,₹175.74
DCB BANK LIMITED,DCBBANK,₹118.10
DC INFOTECH AND COMUN LTD,DCI,₹404.95
DCM LIMITED,DCM,₹86.20
DCM FINANCIAL SERVICES LT,DCMFINSERV,₹7.99
DCM NOUVELLE LIMITED,DCMNVL,₹208.86
DCM SHRIRAM LIMITED,DCMSHRIRAM,₹1027.40
DCM SHRIRAM IND LTD,DCMSRIND,₹198.50
DCW LTD,DCW,₹101.96
DCX SYSTEMS LIMITED,DCXINDIA,₹322.00
DECCAN CEMENTS LIMITED,DECCANCE,₹618.95
DEE DEVELOPMENT ENG LTD,DEEDEV,₹266.55
DEEM ROLL TECH LIMITED,DEEM,₹98.70
DEEPAK FERTILIZERS & PETR,DEEPAKFERT,₹1125.75
DEEPAK NITRITE LTD,DEEPAKNTR,₹2877.90
DEEP INDUSTRIES LIMITED,DEEPINDS,₹434.65
DELAPLEX LIMITED,DELAPLEX,₹235.50
DELHIVERY LIMITED,DELHIVERY,₹410.95
DELPHI WORLD MONEY LTD,DELPHIFX,₹252.50
DELTA CORP LIMITED,DELTACORP,₹126.99
DELTA MANUFACTURING LTD,DELTAMAGNT,₹97.00
DEN NETWORKS LTD,DEN,₹52.70
DE NEERS TOOLS LIMITED,DENEERS,₹229.00
DE NORA INDIA LIMITED,DENORA,₹1500.00
VASA DENTICITY LIMITED,DENTALKART,₹671.00
DEV INFO TECHNOLOGY LTD,DEVIT,₹159.10
DEVYANI INTERNATIONAL LTD,DEVYANI,₹179.39
DIGICONTENT LIMITED,DGCONTENT,₹39.80
DHAMPUR SUGAR MILLS LTD.,DHAMPURSUG,₹226.70
DHANLAXMI BANK LIMITED,DHANBANK,₹36.40
DHANI SERVICES LIMITED,DHANI,₹51.32
DHANUKA AGRITECH LTD,DHANUKA,₹1547.95
DHARIWALCORP LIMITED,DHARIWAL,₹155.00
DHARMAJ CROP GUARD LTD,DHARMAJ,₹316.60
DHRUV CONSULTANCY SER LTD,DHRUV,₹--
DHUNSERI INVESTMENTS LTD,DHUNINV,₹2329.50
DIAMOND POWER INFRA LTD,DIACABS,₹1407.00
DIAMINES & CHEMICALS LTD,DIAMINESQ,₹537.70
PRATAAP SNACKS LIMITED,DIAMONDYD,₹1059.40
DIC INDIA LIMITED,DICIND,₹729.00
DIFFUSION ENGINEERS LTD,DIFFNKG,₹213.32
DIGIDRIVE DISTRIBUTORS L,DIGIDRIVE,₹46.67
DIGISPICE TECHNOLOGIES LT,DIGISPICE,₹33.31
DIGJAM LTD,DIGJAMLMTD,₹90.20
DEBOCK INDUSTRIES LIMITED,DIL,₹5.84
DISH TV INDIA LTD.,DISHTV,₹15.00
DIVGI TORQTRANSFER SYST L,DIVGIITTS,₹586.00
DIVI S LABORATORIES LTD,DIVISLAB,₹5448.00
NIP IND ETF DIV OPP,,₹5448.00
DIXON TECHNO (INDIA) LTD,DIXON,₹13740.00
DJ MEDIAPRINT & LOG LTD,DJML,₹121.01
D K ENTERPRISES GLOBAL L,DKEGL,₹65.00
DLF LIMITED,DLF,₹848.45
D-LINK INDIA LTD,DLINKINDIA,₹582.10
AVENUE SUPERMARTS LIMITED,DMART,₹4741.00
DMCC SPECIALITY CHEMICALS,DMCC,₹269.00
DILIGENT MEDIA CORP LTD.,DNAMEDIA,₹5.25
DODLA DAIRY LIMITED,DODLA,₹1187.35
DOLAT ALGOTECH LIMITED,DOLATALGO,₹140.50
DOLLAR INDUSTRIES LIMITED,DOLLAR,₹526.10
DOLLEX AGROTECH LIMITED,DOLLEX,₹45.60
DOLPHIN OFF ENT (IND) L,DOLPHIN,₹604.25
DOMS INDUSTRIES LIMITED,DOMS,₹2560.00
DONEAR IND. LIMITED,DONEAR,₹116.88
D. P. ABHUSHAN LIMITED,DPABHUSHAN,₹1629.95
DIVINE POWER ENERGY LTD,DPEL,₹70.20
DPSC LIMITED,DPSCLTD,₹18.65
D P WIRES LIMITED,DPWIRES,₹405.00
DRC SYSTEMS INDIA LIMITED,DRCSYSTEMS,₹24.57
DREAMFOLKS SERVICES LTD,DREAMFOLKS,₹466.45
DREDGING CORP OF INDIA,DREDGECORP,₹1029.90
DHANUKA REALTY LIMITED,DRL,₹15.00
DR. REDDY S LABORATORIES,DRREDDY,₹6683.55
DRS DILIP ROADLINES LTD.,DRSDILIP,₹79.80
DYNACONS SYS & SOLN LTD,DSSL,₹1321.45
DHUNSERI TEA & IND. LTD.,DTIL,₹297.70
DIENSTEN TECH LIMITED,DTL,₹142.25
DUCON INFRATECHNOLOGIES L,DUCON,₹9.06
DUDIGITAL GLOBAL LIMITED,DUGLOBAL,₹67.50
DURLAX TOP SURFACE LTD,DURLAX,₹63.15
DHUNSERI VENTURES LIMITED,DVL,₹486.00
DWARIKESH SUGAR IND LTD,DWARKESH,₹75.33
DYNAMIC CABLES LIMITED,DYCL,₹521.05
DYNAMATIC TECHNOLOGIES,DYNAMATECH,₹7819.95
DYNAMIC SRVCS & SEC LTD,DYNAMIC,₹341.95
DYNEMIC PRODUCTS LIMITED,DYNPRO,₹388.00
E2E NETWORKS LIMITED,E2E,₹2950.00
EASY TRIP PLANNERS LTD,EASEMYTRIP,₹33.46
EDELAMC - EBANKNIFTY,,₹33.46
EDELAMC - EBBETF0425,,₹33.46
EDELAMC - EBBETF0430,,₹33.46
EDELAMC - EBBETF0431,,₹33.46
EDELAMC - EBBETF0433,,₹33.46
ECLERX SERVICES LTD,ECLERX,₹3024.00
ECOS (INDIA) MOB & HOSP L,ECOSMOBLTY,₹470.00
EDELWEISS FIN SERV LTD,EDELWEISS,₹132.10
E FACTOR EXPERIENCES LTD,EFACTOR,₹234.00
EFFWA INFRA & RESEARCH L,EFFWA,₹270.35
ELECTRO FORCE (INDIA) LTD,EFORCE,₹69.00
EDELAMC - EGOLD,,₹69.00
EICHER MOTORS LTD,EICHERMOT,₹4748.80
EID PARRY INDIA LTD,EIDPARRY,₹847.00
EURO (I) FRESH FOODS LTD,EIFFL,₹205.00
EIH ASSOCIATED HOTELS LTD,EIHAHOTELS,₹392.95
EIH LIMITED,EIHOTEL,₹383.65
EIMCO ELECON (INDIA) LTD,EIMCOELECO,₹2958.90
EVEREST KANTO CYLINDERLTD,EKC,₹192.10
ELDECO HSG & IND LTD.,ELDEHSG,₹887.00
ELECON ENG. CO. LTD,ELECON,₹675.45
ELECTROSTEEL CASTINGS LTD,ELECTCAST,₹205.95
ELECTROTHERM (I) LTD.,ELECTHERM,₹--
ELGI EQUIPMENTS LTD,ELGIEQUIP,₹682.70
ELGI RUBBER CO. LTD,ELGIRUBCO,₹95.99
ELIN ELECTRONICS LIMITED,ELIN,₹228.95
EMAMI LIMITED,EMAMILTD,₹740.10
EMAMI PAPER MILLS LIMITED,EMAMIPAP,₹114.99
EMAMI REALTY LIMITED,EMAMIREAL,₹117.00
EQUINOX INDIA DEV LTD,EMBDL,₹124.05
EMCURE PHARMACEUTICALS L,EMCURE,₹1403.00
ELECTRONICS MART IND LTD,EMIL,₹215.68
EMKAY GLOBAL FIN SERV LTD,EMKAY,₹255.00
EMKAY TAP & CUT. TOOL LTD,EMKAYTOOLS,₹911.00
EMMBI INDUSTRIES LIMITED,EMMBI,₹131.25
ENERGY MISSION MACH IND L,EMMIL,₹467.00
EMS LIMITED,EMSLIMITED,₹789.65
EMUDHRA LIMITED,EMUDHRA,₹873.00
ENDURANCE TECHNO. LTD.,ENDURANCE,₹2270.00
ENERGY DEVE. CO.LTD,ENERGYDEV,₹23.90
ENGINEERS INDIA LTD,ENGINERSIN,₹205.24
ENTERTAIN NET. IND. LTD.,ENIL,₹222.00
ENSER COMMUNICATIONS LTD,ENSER,₹291.70
ENTERO HEALTHCARE SOLU L,ENTERO,₹1368.65
EPACK DURABLE LIMITED,EPACK,₹395.50
EPIGRAL LIMITED,EPIGRAL,₹2295.00
EPL LIMITED,EPL,₹267.50
DSPAMC - DSPNEWETF,,₹267.50
EQUIPPP SOC IMP TECH LTD,EQUIPPP,₹22.35
EQUITAS SMALL FIN BNK LTD,EQUITASBNK,₹75.00
ERIS LIFESCIENCES LIMITED,ERIS,₹1330.00
EROS INTL MEDIA LTD,EROSMEDIA,₹22.68
ESAB INDIA LTD,ESABINDIA,₹6102.20
ESAF SMALL FINANCE BANK L,ESAFSFB,₹45.30
ESCORTS KUBOTA LIMITED,ESCORTS,₹4024.90
ESSEN SPECIALITY FILMS L,ESFL,₹470.00
MIRAEAMC - MAESGETF,,₹470.00
EDELAMC - ESILVER,,₹470.00
ESPRIT STONES LIMITED,ESPRIT,₹97.85
ESSAR SHIPPING LTD,ESSARSHPNG,₹40.11
INTEGRA ESSENTIA LIMITED,ESSENTIA,₹3.72
ESTER INDUSTRIES LTD,ESTER,₹148.00
ETHOS LIMITED,ETHOSLTD,₹3300.00
EUREKA FORBES LIMITED,EUREKAFORB,₹564.90
EURO PANEL PRODUCTS LTD,EUROBOND,₹190.35
EUROTEX INDUSTRIES LTD,EUROTEXIND,₹18.86
EVEREADY INDS. IND.  LTD.,EVEREADY,₹459.65
EVEREST INDUSTRIES LTD,EVERESTIND,₹1036.95
MIRAEAMC - EVINDIA,,₹1036.95
EXCEL REALTY N INFRA LTD,EXCEL,₹0.74
EXCEL INDUSTRIES LTD,EXCELINDUS,₹1505.00
EXCELLENT WIRES N PACK L,EXCELLENT,₹73.25
EXICOM TELE SYSTEMS LTD,EXICOM,₹316.00
EXIDE INDUSTRIES LTD,EXIDEIND,₹505.00
EXPLEO SOLUTIONS LIMITED,EXPLEOSOL,₹1290.10
EXXARO TILES LIMITED,EXXARO,₹94.50
FACT LTD,FACT,₹896.00
FAIRCHEM ORGANICS LIMITED,FAIRCHEMOR,₹1213.20
FALCON TECHNOPROJ IND LTD,FALCONTECH,₹50.50
FAZE THREE LIMITED,FAZE3Q,₹456.90
FINEOTEX CHEMICAL LIMITED,FCL,₹417.45
FUTURE CONSUMER LIMITED,FCONSUMER,₹0.58
FCS SOFTWARE SOLN. LTD.,FCSSOFT,₹3.50
FDC LIMITED,FDC,₹530.55
FEDERAL BANK LTD,FEDERALBNK,₹193.30
FEDBANK FINANCIAL SER L,FEDFINA,₹115.95
FUTURE ENTERPRISES LTD,FELDVR,₹5.49
FELIX INDUSTRIES LTD.,FELIX,₹279.85
FIBERWEB INDIA LIMITED,FIBERWEB,₹43.10
FIDEL SOFTECH LIMITED,FIDEL,₹134.50
FIEM INDUSTRIES LIMITED,FIEMIND,₹1640.00
FILATEX INDIA LTD,FILATEX,₹59.87
FILATEX FASHIONS LIMITED,FILATFASH,₹0.81
FINOLEX CABLES LTD,FINCABLES,₹1384.00
FINE ORGANIC IND. LTD.,FINEORG,₹5106.90
ICICIPRAMC-ICICIFIN,,₹5106.90
FINO PAYMENTS BANK LTD,FINOPB,₹400.70
FINOLEX INDUSTRIES LTD,FINPIPE,₹274.95
BRAINBEES SOLUTIONS LTD,FIRSTCRY,₹647.30
FIVE-STAR BUS FIN LTD,FIVESTAR,₹815.05
FLAIR WRITING INDUST LTD,FLAIR,₹302.10
FLEXITUFF VENTURES INT L,FLEXITUFF,₹82.85
GUJARAT FLUOROCHEM LTD,FLUOROCHEM,₹4055.00
ICICIPRAMC - ICICIFMCG,,₹4055.00
FEDERAL-MOGUL GOETZE (IND,FMGOETZE,₹422.60
FUTURE MKT NETWORKS LTD,FMNL,₹--
FOCE INDIA LIMITED,FOCE,₹1700.00
FOCUS LIGHTG & FIXTRS LTD,FOCUS,₹132.00
FONEBOX RETAIL LIMITED,FONEBOX,₹186.00
FOODS & INNS LIMITED,FOODSIN,₹134.69
FORCAS STUDIO LIMITED,FORCAS,₹119.00
FORCE MOTORS LIMITED,FORCEMOT,₹7399.10
FORTIS HEALTHCARE LTD,FORTIS,₹593.20
FOSECO INDIA LTD,FOSECOIND,₹4618.90
FROG CELLSAT LIMITED,FROG,₹315.00
FIRSTSOURCE SOLU. LTD.,FSL,₹308.25
FUSION FINANCE LIMITED,FUSION,₹241.99
GABRIEL INDIA LTD,GABRIEL,₹485.65
GUJARAT AMBUJA EXPORTS LT,GAEL,₹127.60
GAIL (INDIA) LTD,GAIL,₹241.45
GAJANAND INTERNATIONAL L,GAJANAND,₹26.00
GALA PRECISION ENG LTD,GALAPREC,₹769.70
GALAXY SURFACTANTS LTD,GALAXYSURF,₹2952.00
GALLANTT ISPAT LIMITED,GALLANTT,₹361.00
GANDHAR OIL REFINE IND L,GANDHAR,₹207.00
GANDHI SPL. TUBES LTD,GANDHITUBE,₹815.50
GANESHA ECOSPHERE LIMITED,GANECOS,₹1942.05
GANESH BENZOPLAST LIMITED,GANESHBE,₹144.71
GANESH HOUSING CORP LTD,GANESHHOUC,₹818.50
GANGA FORGING LIMITED,GANGAFORGE,₹7.85
GANGES SECURITIES LIMITED,GANGESSECU,₹173.65
GARWARE TECH FIBRES LTD,GARFIBRES,₹3949.00
GACM TECHNOLOGIES LIMITED,GATECH,₹0.78
GACM TECHNOLOGIES LIMITED,GATECHDVR,₹0.99
GATEWAY DISTRIPARKS LTD,GATEWAY,₹90.48
GAYATRI HIGHWAYS LIMITED,GAYAHWS,₹1.29
GEECEE VENTURES LIMITED,GEECEE,₹411.70
GEEKAY WIRES LIMITED,GEEKAYWIRE,₹108.02
GENERIC ENG CONS PROJ LTD,GENCON,₹41.20
GENESYS INTL CORPN LTD,GENESYS,₹765.70
GENSOL ENGINEERING LTD,GENSOL,₹838.95
GENUS P&B LIMITED,GENUSPAPER,₹25.50
GENUS POWER INFRASTRU LTD,GENUSPOWER,₹385.00
GEOJIT FINANCIAL SER L,GEOJITFSL,₹147.49
GE POWER INDIA LIMITED,GEPIL,₹382.00
THE GE SHPG.LTD,GESHIP,₹1235.00
GE T&D INDIA LIMITED,GET&D,₹1628.95
GFL LIMITED,GFLLIMITED,₹90.32
GRAND FOUNDRY LTD,GFSTEELS,₹6.90
GANESH GREEN BHARAT LTD,GGBL,₹395.50
GHCL LIMITED,GHCL,₹673.00
GHCL TEXTILES LIMITED,GHCLTEXTIL,₹99.75
GIC HOUSING FINANCE LTD,GICHSGFIN,₹230.60
GLOBE INTL CARRIERS LTD,GICL,₹66.50
GENERAL INS CORP OF INDIA,GICRE,₹385.95
GILLANDERS ARBUTHNOT LTD,GILLANDERS,₹96.31
GILLETTE INDIA LTD,GILLETTE,₹8570.60
RELCAPAMC - NETFGILT5Y,,₹8570.60
GINNI FILAMENTS LTD,GINNIFILA,₹29.77
GUJ IND POW CO. LTD,GIPCL,₹231.30
GIRIRAJ CIVIL DEVP LTD,GIRIRAJ,₹--
GKW LIMITED,GKWLIMITED,₹3086.90
GLAND PHARMA LIMITED,GLAND,₹1751.95
GLAXOSMITHKLINE PHARMA LT,GLAXO,₹2736.20
GLENMARK PHARMACEUTICALS,GLENMARK,₹1670.95
GUJARAT LEASE FINANCING L,GLFL,₹6.85
GLOBAL EDUCATION LIMITED,GLOBAL,₹183.46
GLOBALE TESSILE LIMITED,GLOBALE,₹36.70
GLOBAL PET INDUSTRIES LTD,GLOBALPET,₹116.00
GLOBAL VEC HELICORP LTD,GLOBALVECT,₹--
GLOBE TEXTILES (I) LTD.,GLOBE,₹5.00
GLOBUS SPIRITS LTD,GLOBUSSPR,₹1179.00
GLOSTER LIMITED,GLOSTERLTD,₹747.60
GLENMARK LIFE SCIENCE LTD,GLS,₹1125.00
G M BREWERIES LTD,GMBREW,₹873.10
GUJARAT MINERAL DEV CORP,GMDCLTD,₹347.00
GMM PFAUDLER LIMITED,GMMPFAUDLR,₹1412.00
GMR AIRPORTS INFRA LTD,GMRINFRA,₹90.09
GMR POW AND URBAN INFRA L,GMRP&UI,₹146.50
GNA AXLES LIMITED,GNA,₹439.25
GUJ NAR VAL FER & CHEM L,GNFC,₹648.35
GOA CARBON LIMITED,GOACARBON,₹792.90
GOCL CORPORATION LIMITED,GOCLCORP,₹411.00
GO FASHION INDIA LTD,GOCOLORS,₹1342.00
GODFREY PHILLIPS INDIA LT,GODFRYPHLP,₹6590.00
GODHA CABCON INSULAT LTD,GODHA,₹0.85
GO DIGIT GENERAL INS LTD,GODIGIT,₹377.00
GODREJ AGROVET LIMITED,GODREJAGRO,₹745.20
GODREJ CONSUMER PRODUCTS,GODREJCP,₹1348.00
GODREJ INDUSTRIES LTD,GODREJIND,₹1113.35
GODREJ PROPERTIES LTD,GODREJPROP,₹2926.00
GOKALDAS EXPORTS LTD.,GOKEX,₹911.10
GOKUL REFOILS & SOLV LTD,GOKUL,₹50.70
GOKUL AGRO RESOURCES LTD,GOKULAGRO,₹271.15
KOTAK GOLD ETF,,₹271.15
NIP IND ETF GOLD BEES,,₹271.15
ZERODHAAMC - GOLDCASE,,₹271.15
MIRAEAMC - MAGOLDETF,,₹271.15
DSPAMC - DSPGOLDETF,,₹271.15
GOLDIAM INTERNATIONAL LTD,GOLDIAM,₹349.00
ICICI PRUDENTIAL GOLD ETF,,₹349.00
UTI GOLD ETF,,₹349.00
GOLDSTAR POWER LIMITED,GOLDSTAR,₹12.35
AION-TECH SOLUTIONS LTD,GOLDTECH,₹98.20
GOODLUCK INDIA LIMITED,GOODLUCK,₹1120.10
GOPAL SNACKS LIMITED,GOPAL,₹408.00
GOYAL ALUMINIUMS LIMITED,GOYALALUM,₹10.02
GOYAL SALT LIMITED,GOYALSALT,₹211.95
GP ECO SOLUTIONS INDIA L,GPECO,₹262.00
GODAWARI POW & ISP LTD,GPIL,₹206.40
GUJARAT PIPAVAV PORT LTD,GPPL,₹215.39
GPT HEALTHCARE LIMITED,GPTHEALTH,₹178.59
GPT INFRAPROJECTS LTD,GPTINFRA,₹148.15
GRANULES INDIA LIMITED,GRANULES,₹570.95
GRAPHISADS LIMITED,GRAPHISAD,₹71.85
GRAPHITE INDIA LTD,GRAPHITE,₹578.80
GRASIM INDUSTRIES LTD,GRASIM,₹2766.15
GRAVITA INDIA LIMITED,GRAVITA,₹2308.00
GAYATRI RUBB AND CHEM LTD,GRCL,₹444.30
GREAVES COTTON LTD.,GREAVESCOT,₹170.95
GREENCHEF APPLIANCES LTD,GREENCHEF,₹80.60
GREENLAM INDUSTRIES LTD.,GREENLAM,₹515.25
GREENPANEL INDUSTRIES LTD,GREENPANEL,₹394.70
GREENPLY INDUSTRIES LTD,GREENPLY,₹373.00
ORIENT GREEN POWER CO LTD,GREENPOWER,₹20.21
GRINDWELL NORTON LIMITED,GRINDWELL,₹2420.10
G R INFRAPROJECTS LIMITED,GRINFRA,₹1725.20
GRM OVERSEAS LIMITED,GRMOVER,₹248.00
THE GROB TEA COMPANY LTD,GROBTEA,₹1456.25
GROWWAMC - GROWWEV,,₹1456.25
GROWWAMC - GROWWLIQID,,₹1456.25
GRP LIMITED,GRPLTD,₹3155.00
GARDEN REACH SHIPŊ LTD,GRSE,₹1660.00
GARWARE HI-TECH FILMS LTD,GRWRHITECH,₹3806.00
BIRLASLAMC - GSEC10ABSL,,₹3806.00
ICICIPRAMC - ICICI10GS,,₹3806.00
MIRAEAMC - MAGS813ETF,,₹3806.00
ICICIPRAMC - ICICI5GSEC,,₹3806.00
GUJ STATE FERT & CHEM LTD,GSFC,₹218.79
GLOBAL SURFACES LIMITED,GSLSU,₹202.00
GUJARAT STATE PETRO LTD,GSPL,₹422.85
GSS INFOTECH LIMITED,GSS,₹78.90
G-TEC JAINX EDUCATION LTD,GTECJAINX,₹54.62
GTL LTD,GTL,₹12.02
GTL INFRA.LTD,GTLINFRA,₹2.32
GTPL HATHWAY LIMITED,GTPL,₹169.10
GUFIC BIOSCIENCES LTD.,GUFICBIO,₹384.70
GUJARAT ALKALIES & CHEM,GUJALKALI,₹822.30
GUJ. APOLLO IND. LTD.,GUJAPOLLO,₹341.75
GUJARAT GAS LIMITED,GUJGASLTD,₹620.00
GUJARAT RAFFIA INDUST LTD,GUJRAFFIA,₹45.99
GULF OIL LUB. IND. LTD.,GULFOILLUB,₹1363.95
GP PETROLEUMS LIMITED,GULFPETRO,₹79.30
GULSHAN POLYOLS LIMITED,GULPOLY,₹220.00
GVK POW. & INFRA LTD.,GVKPIL,₹6.08
GVP INFOTECH LIMITED,GVPTECH,₹12.70
HINDUSTAN AERONAUTICS LTD,HAL,₹4260.00
HAPPIEST MINDS TECHNO LTD,HAPPSTMNDS,₹800.95
HAPPY FORGINGS LIMITED,HAPPYFORGE,₹1170.00
HARDWYN INDIA LIMITED,HARDWYN,₹38.99
HARIOM PIPE INDUSTRIES L,HARIOMPIPE,₹719.85
HARRISONS MALAYALAM,HARRMALAYA,₹252.00
HARSHA ENGINEERS INT LTD,HARSHA,₹507.55
HATHWAY CABLE & DATACOM,HATHWAY,₹20.11
HATSUN AGRO PRODUCT LTD.,HATSUN,₹1142.00
HAVELLS INDIA LIMITED,HAVELLS,₹1944.00
SRI HAVISHA HOSP & INFR L,HAVISHA,₹2.20
HBL POWER SYSTEMS LTD.,HBLPOWER,₹642.95
HB STOCKHOLDINGS LIMITED,HBSL,₹137.45
HINDUSTAN CONSTRUCTION CO,HCC,₹41.80
HEALTHCARE GLOB. ENT. LTD,HCG,₹428.45
HCL INFOSYSTEMS LTD,HCL-INSYS,₹20.95
HCL TECHNOLOGIES LTD,HCLTECH,₹1778.00
HDFC AMC LIMITED,HDFCAMC,₹4203.00
HDFC BANK LTD,HDFCBANK,₹1652.20
HDFCAMC - HDFCBSE500,,₹1652.20
HDFC GOLD ETF,,₹1652.20
HDFCAMC - HDFCGROWTH,,₹1652.20
HDFC LIFE INS CO LTD,HDFCLIFE,₹702.25
HDFCAMC - HDFCLIQUID,,₹702.25
HDFCAMC - HDFCLOWVOL,,₹702.25
HDFCAMC - HDFCMID150,,₹702.25
HDFCAMC - HDFCMOMENT,,₹702.25
HDFCAMC - HDFCNEXT50,,₹702.25
HDFCAMC - HDFCNIF100,,₹702.25
HDFCAMC - HDFCNIFBAN,,₹702.25
HDFCAMC - HDFCNIFIT,,₹702.25
HDFCAMC - HDFCNIFTY,,₹702.25
HDFCAMC HDFCPSUBK,,₹702.25
HDFCAMC - HDFCPVTBAN,,₹702.25
HDFCAMC - HDFCQUAL,,₹702.25
HDFCAMC - HDFCSENSEX,,₹702.25
HDFCAMC - HDFCSILVER,,₹702.25
HDFCAMC - HDFCSML250,,₹702.25
HDFCAMC - HDFCVALUE,,₹702.25
HEADS UP VENTURES LIMITED,HEADSUP,₹14.00
DSPAMC - HEALTHADD,,₹14.00
ICICIPRAMC - ICICIPHARM,,₹14.00
BIRLASLAMC - HEALTHY,,₹14.00
HEC INFRA PROJECTS LTD,HECPROJECT,₹100.70
HEG LTD,HEG,₹2374.00
HEIDELBERGCEMENT (I) LTD,HEIDELBERG,₹241.00
HEMISPHERE PROP IND LTD,HEMIPROP,₹190.85
HERANBA INDUSTRIES LTD,HERANBA,₹465.00
HERCULES HOI. LTD.,HERCULES,₹629.90
HERITAGE FOODS LTD,HERITGFOOD,₹613.00
HERO MOTOCORP LIMITED,HEROMOTOCO,₹5569.95
HESTER BIOSCIENCES LTD,HESTERBIO,₹2412.50
HEUBACH COLORANTS IND LTD,HEUBACHIND,₹640.00
HEXA TRADEX LIMITED,HEXATRADEX,₹293.95
HFCL LIMITED,HFCL,₹139.98
H.G.INFRA ENGINEERING LTD,HGINFRA,₹1497.90
HINDUJA GLOBAL SOLS. LTD.,HGS,₹799.10
HI GREEN CARBON LIMITED,HIGREEN,₹241.00
HIKAL LIMITED,HIKAL,₹360.10
HIL LIMITED,HIL,₹2934.10
HILTON METAL FORGING LTD,HILTON,₹83.40
HIMATSINGKA SEIDE LTD,HIMATSEIDE,₹147.00
HINDALCO  INDUSTRIES  LTD,HINDALCO,₹742.65
HINDUSTAN COMPOSITES LTD.,HINDCOMPOS,₹558.00
HINDCON CHEMICALS LIMITED,HINDCON,₹51.00
HINDUSTAN COPPER LTD,HINDCOPPER,₹330.35
HINDUSTAN MOTORS LIMITED,HINDMOTORS,₹26.95
HIND NATL GLASS & IND LTD,HINDNATGLS,₹29.47
HINDUSTAN OIL EXPLORATION,HINDOILEXP,₹238.00
HINDUSTAN PETROLEUM CORP,HINDPETRO,₹407.00
HINDUSTAN UNILEVER LTD.,HINDUNILVR,₹2845.00
HINDWARE HME INOVATON LTD,HINDWAREAP,₹303.00
HINDUSTAN ZINC LIMITED,HINDZINC,₹523.15
HIND RECTIFIER LIMITED,HIRECT,₹906.95
HISAR METAL IND. LIMITED,HISARMETAL,₹192.80
HI-TECH PIPES LIMITED,HITECH,₹193.00
HITECH CORPORATION LTD,HITECHCORP,₹274.50
THE HI-TECH GEARS LIMITED,HITECHGEAR,₹871.00
HLE GLASCOAT LIMITED,HLEGLAS,₹402.40
HLV LIMITED,HLVLTD,₹17.30
HMA AGRO INDUSTRIES LTD,HMAAGRO,₹47.20
HINDUSTAN MEDIA VENT LTD,HMVL,₹92.10
HINDUSTAN FOODS LIMITED,HNDFDS,₹635.00
NIP IND ETF HANGSENG BEES,,₹635.00
HOAC FOODS INDIA LIMITED,HOACFOODS,₹130.00
HOLMARC OPTO MECHATRO L,HOLMARC,₹--
HOME FIRST FIN CO IND LTD,HOMEFIRST,₹1247.00
HOMESFY REALTY LIMITED,HOMESFY,₹507.60
HONASA CONSUMER LIMITED,HONASA,₹444.00
HONEYWELL AUTOMATION IND,HONAUT,₹48644.95
HONDA I POWER PRODUCT LTD,HONDAPOWER,₹4046.45
HOV SERVICES LTD,HOVS,₹79.73
HP ADHESIVES LIMITED,HPAL,₹90.00
